25.6,10.7,55,455,10.1,6.3,0.669
31.3,13.5,88,185,10,3.6,0.909
27.9,14.4,237,170,18,7.4,0.985
24.5,10.3,75,122,14.2,4.9,0.548
29.4,12.5,284,197,19.1,8.4,0.543
30.5,13.9,98,65,16.4,8.1,0.925
29,12,486,406,11.8,7.2,0.926
23.7,10.4,413,134,10.7,7.8,0.714
24.4,12.5,323,387,18.4,8.7,0.553
34,11.9,424,128,15.5,7.8,0.801
31.5,12.3,378,313,17.2,12.2,0.794
34.2,13.7,446,153,19.5,14.8,0.783
29.3,11,464,239,11.4,3.6,0.597
28.9,13.6,177,74,18.5,5.4,0.82
32.4,10.1,265,36,16.3,9.7,0.527
26.8,11.4,382,227,14.8,4.6,0.686
34.6,9.8,286,95,12.2,7.8,0.587
27.5,12.8,125,295,15.7,8.1,0.62
28.1,12.2,60,174,10.7,6.1,0.743
32.8,13.8,490,399,16.6,3.9,0.671
31.1,9.8,155,32,13.4,5.9,0.631
27.2,11.3,309,49,17.4,12.1,0.51
30.8,10.3,475,445,13.2,9.5,0.729
33.3,11.6,327,141,14.3,7.7,0.937
34.3,14.2,220,182,19.7,4.9,0.558
27.3,13.1,212,42,17.9,8.3,0.875
25.5,14,499,257,10.3,4.4,0.788
26,10.5,194,162,15.3,8,0.953
27.7,11.7,246,139,16,5.6,0.897
31.8,10.9,143,100,16.2,7.8,0.57
28.6,12.1,68,374,11.1,3.7,0.52
26.6,13,448,337,11.5,9.1,0.885
24.8,13.9,210,383,11.9,8,0.807
27.5,14,170,458,16.1,6.6,0.653
23.9,10.4,396,211,19.4,14.9,0.693
30.2,13.9,149,470,13.7,10.3,0.972
29.1,13.7,279,275,14.9,5.5,0.832
24.4,11.2,461,109,12.8,4.6,0.512
31,10.9,46,85,15.5,9.8,0.601
33.7,10.8,110,158,13,2.6,0.919
29.9,14.1,161,80,10.1,8.1,0.683
31.8,10.6,242,54,19,10.6,0.766
33.1,10.9,420,419,16.7,4.5,0.948
30.3,12.6,182,202,12,3.2,0.52
26.8,11.1,222,484,17.7,7.4,0.894
29.6,11.5,189,317,16.6,8.1,0.539
26.5,11.4,476,44,17.3,4.2,0.966
24.7,13.2,304,492,15.2,4.5,0.721
28.5,14.1,403,439,16.8,9.4,0.837
26.4,14.2,137,62,15.8,6.1,0.611
25.4,9.9,373,425,17.6,8,0.636
26.9,11.8,387,437,13.5,9.5,0.644
23.3,12,488,359,12.1,7.5,0.75
27.1,12.3,320,216,11.6,6.7,0.504
26,13.2,435,367,19.9,15,0.995
25.2,14.3,202,379,14.7,8.6,0.531
28,12.9,470,495,12.5,2.6,0.628
33.2,13.7,29,303,16.4,5,0.931
28.7,12.2,167,307,10.4,2.3,0.904
30.1,10.7,342,343,19.2,13.2,0.978
32.8,11.4,438,328,13.4,7.3,0.814
25.7,12.7,353,102,13.1,8.6,0.855
34.7,10.5,86,394,11.5,4.3,0.981
23.3,10.6,234,268,18.8,12.6,0.648
28.3,13.4,92,411,10.8,2.6,0.876
31.4,11.5,129,253,14.6,5,0.679
34.3,13.5,390,464,12.4,6.3,0.658
25.1,13.3,367,362,11.2,3.1,0.958
32.6,10.2,131,226,17.8,12.5,0.61
28.3,11,452,199,14,6.1,0.775
32.1,12.8,428,417,18.2,13.4,0.703
30.7,13.3,350,475,17,12.6,0.86
34.5,11.2,414,149,11,5,0.581
26.2,11.9,404,166,17.5,11,0.576
29.5,12.6,184,72,13.8,3.1,0.848
23.6,13,270,288,15.4,8.9,0.734
33.8,12.9,366,350,13.2,10.2,0.568
25.8,12.8,256,318,14.9,6,0.911
32.1,11.8,103,479,14.3,7.6,0.719
23.5,9.7,255,289,15.8,7.3,0.662
24.8,11.6,315,281,10.5,3.5,0.777
32.6,12.4,111,333,12.2,8.3,0.756
33.6,12.4,338,489,10.6,6.9,0.817
32.4,10.5,72,232,14.5,11.3,0.762
24.2,13.4,261,265,11,3.1,0.737
33,10,21,428,19.3,9.6,0.591
24.1,11.2,335,218,12.5,9.9,0.842
25,10.2,82,246,18.9,12.5,0.796
23.9,10.8,39,116,15.1,5.8,0.707
30,13.6,303,242,18.3,11.9,0.96
33.5,13.1,35,112,18.6,6,0.827
30.5,11.7,292,20,12.7,9.2,0.616
31.6,9.6,204,88,18.7,7.4,0.87
26.3,12.1,295,403,18.1,3.9,0.991
30.9,9.7,33,354,17.1,4.8,0.749
29,9.9,121,27,13.8,3.5,0.858
34,12.7,150,191,19.6,11.8,0.564
31.9,9.8,53,324,12.9,6.8,0.7
27.7,10,227,448,19.8,11.8,0.942
29.8,14.3,357,273,14.1,7.8,0.887
29.2,12,41,153,16.6,9,0.54
24.5,12.6,294,94,17.9,5.6,0.985
26.2,11.8,193,83,17.8,9.9,0.841
29.4,13.8,344,438,14.4,7.3,0.752
25.6,11.9,65,396,17.4,3.4,0.649
27.9,10.9,80,396,14.6,5.5,0.553
26.2,12.7,235,79,15.2,3.3,0.92
30.9,12.5,22,103,12.6,5.5,0.999
24.8,12.7,170,34,13.2,10.2,0.715
32.5,13.2,242,443,14.4,5.3,0.672
31.8,11.9,62,350,14.1,10.7,0.556
23.7,11.2,97,24,12.6,4.7,0.915
28.6,11.6,283,179,15,9.2,0.67
29.9,12.9,66,204,12.2,4.4,0.544
27.8,10.8,20,444,16.3,8,0.651
29.3,14.4,192,412,15,6.1,0.735
34,12.9,266,25,14.9,5.3,0.835
34.8,13,447,497,17.3,6.1,0.878
34.7,11.2,389,77,15,11.4,0.622
26.9,11.8,489,484,13.9,3.2,0.998
24.2,12.1,22,32,12.4,3.7,0.95
29.8,9.8,375,358,17,6.8,0.612
25.7,12.7,42,295,13.4,9.7,0.802
27.9,13,116,106,15.5,9.1,0.522
32.4,13.8,471,467,16.8,13.8,0.56
29.4,10.3,277,495,14.4,10.1,0.663
31.3,12.5,365,404,12.5,8.3,0.634
